accidentnum,accidentdate,accident_year,accident_month,accident_hour,accident_weekday,latitude,latitude_new,latitude_use,longitude,longitude_new,longitude_use,xcoord,ycoord,accidentlocation,classificationofaccident,impactlocation,initialimpacttype,trafficcontrol,pedestrianinvolved,cyclistinvolved,environmentcondition1,xmlimportnotes
15-254813,11/27/2015 8:00:00 AM,2015,11,8,Friday,43.401,43.40099151105799,43.401,-80.48535,-80.48534628860635,-80.48535,541674.79028,4805474.39375,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Rain,TRILLIUM DR; TRILLIUM DR ; Near
15-255073,11/28/2015 6:00:00 AM,2015,11,6,Saturday,43.402948,43.402939512202785,43.402948,-80.51569,-80.51568627878825,-80.51569,539216.70794,4805676.01518,Non intersection,Non-fatal injury,Not on roadway - left side,SMV other,No control,FALSE,FALSE,Clear,ACTIVA AVE ; BRIDLEWREATH ST; 2 M
15-255095,11/28/2015 7:50:00 AM,2015,11,7,Saturday,43.461275,43.46126649899906,43.461275,-80.45401,-80.45400629299978,-80.45401,544168.73836,4812184.49241,Intersection related,Non-fatal injury,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Clear,MANCHESTER RD; PEACHWOOD AVE ; 19 M
15-255303,11/28/2015 1:46:00 PM,2015,11,13,Saturday,43.431917,43.43190850536829,43.431917,-80.480341,-80.48033728734437,-80.480341,542058.99758,4808910.44794,Non intersection,Non-fatal injury,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,HOFFMAN ST; 20 HOFFMAN ST; Near; 5 M
15-255366,11/28/2015 3:39:00 PM,2015,11,15,Saturday,43.420624,43.42061550617436,43.420624,-80.45493,-80.4549262964275,-80.45493,544123.84631,4807669.42057,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,TRAYNOR AVE ; 341 TRAYNOR AVE; At; 3 M
15-255423,11/28/2015 5:36:00 PM,2015,11,17,Saturday,43.451888,43.45187950365401,43.451888,-80.516983,-80.51697927392854,-80.516983,539080.51028,4811110.52923,At intersection,P.D. only,Within intersection,Sideswipe,Traffic signal,FALSE,FALSE,Clear,GLASGOW ST ; BELMONT AVE W; 0 M
15-255751,11/29/2015 3:39:00 AM,2015,11,3,Sunday,43.430826,43.43081750736959,43.430826,-80.517284,-80.51728027578461,-80.517284,539069.70764,4808771.3034,Non intersection,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Clear,QUEENS BLVD ; KELLY DR ; 8 M
15-255816,11/27/2015 1:30:00 PM,2015,11,13,Friday,43.409425,43.40941650742856,43.409425,-80.440799,-80.44079530183738,-80.440799,545276.09866,4806433.27405,At intersection,P.D. only,Right turn channel,Rear end,Stop sign,FALSE,FALSE,Clear,WILSON AVE; WABANAKI DR; At
15-256171,11/29/2015 7:06:00 PM,2015,11,19,Sunday,43.426397,43.42638850945336,43.426397,-80.54392,-80.54391626779537,-80.54392,536916.56924,4808267.29042,Non intersection,P.D. only,Right shoulder,SMV unattended vehicle,No control,FALSE,FALSE,Clear,BANKSIDE DR; WESTHEIGHTS DR ; 40 M
15-256389,11/30/2015 7:15:00 AM,2015,11,7,Monday,43.449295,43.449286503530416,43.449295,-80.50408,-80.50407627826517,-80.50408,540126.18872,4810828.6914,Underpass or tunnel,P.D. only,Thru lane,SMV other,Other,FALSE,FALSE,Clear,PARK ST; CN RAIL; At; 1 M
15-256688,11/30/2015 2:13:00 PM,2015,11,14,Monday,43.448543,43.44853450283371,43.448543,-80.487819,-80.4878152835326,-80.487819,541442.41397,4810753.13661,Non intersection,P.D. only,Thru lane,SMV other,No control,FALSE,FALSE,Clear,HALLS LANE E; 17 BENTON ST ; Near; 15 M
15-256854,11/30/2015 5:36:00 PM,2015,11,17,Monday,43.460104,43.46009549989605,43.460104,-80.467461,-80.46745728889762,-80.467461,543081.43553,4812047.39914,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,FREDERICK ST ; 586 FREDERICK ST; 1 M
15-257279,11/30/2015 12:00:00 AM,2015,11,0,Monday,43.407197,43.40718851158779,43.407197,-80.51895,-80.51894627735872,-80.51895,538950.01073,4806146.36574,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,DAVID BERGEY DR; DAVID BERGEY DR
15-257329,12/1/2015 8:45:00 AM,2015,12,8,Tuesday,43.406216,43.40620751138789,43.406216,-80.511279,-80.51127527986594,-80.511279,539571.75636,4806041.03149,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,BRIDLEWREATH ST; BRIDLEWREATH ST
15-257543,11/30/2015 12:00:00 PM,2015,11,12,Monday,43.481564,43.48155549619829,43.481564,-80.469499,-80.46949528631015,-80.469499,542901.38387,4814429.64569,Non intersection,P.D. only,Right shoulder,SMV unattended vehicle,No control,FALSE,FALSE,Clear,STANLEY AVE; STANLEY AVE ; Near
15-257569,12/1/2015 3:00:00 PM,2015,12,15,Tuesday,43.437786,43.437777503522284,43.437786,-80.462524,-80.46252029248107,-80.462524,543496.81779,4809571.3876,At intersection,P.D. only,Within intersection,Turning movement,Stop sign,FALSE,FALSE,Rain,FLORAL CRES; DOON RD; At
15-257661,12/1/2015 4:15:00 PM,2015,12,16,Tuesday,43.440534,43.44052550346793,43.440534,-80.470577,-80.47057328972637,-80.470577,542843.16984,4809872.40047,At intersection,P.D. only,Within intersection,Angle,Stop sign,FALSE,FALSE,Rain,CHARLES ST E; SYDNEY ST S; At
15-257750,12/1/2015 10:50:00 PM,2015,12,22,Tuesday,43.42329,43.42328150475845,43.42329,-80.435974,-80.43597030210617,-80.435974,545656.33786,4807975.70674,At/near private drive,P.D. only,Off highway,SMV other,No control,FALSE,FALSE,Clear,FAIRWAY RD S; FAIRWAY RD S; At; 50 M
15-258002,12/2/2015 9:50:00 AM,2015,12,9,Wednesday,43.445317,43.445308504911964,43.445317,-80.520007,-80.52000327361077,-80.520007,538840.04692,4810379.35797,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,GAGE AVE; WESTMOUNT RD W; 100 M
15-258348,12/2/2015 3:39:00 PM,2015,12,15,Wednesday,43.453837,43.453828502736016,43.453837,-80.504969,-80.50496527761463,-80.504969,540051.2605,4811332.6859099995,Non intersection,Non-fatal injury,Thru lane,SMV other,No control,TRUE,FALSE,Clear,WALTER ST; AGNES ST; 60 M
15-258511,12/2/2015 7:37:00 PM,2015,12,19,Wednesday,43.45344,43.453431503619825,43.45344,-80.522563,-80.52255927203524,-80.522563,538628.05227,4811280.28769,At intersection,P.D. only,Within intersection,SMV other,Stop sign,FALSE,FALSE,Clear,DUNBAR RD; UNION BLVD
15-258561,12/2/2015 9:24:00 PM,2015,12,21,Wednesday,43.425995,43.425986505364854,43.425995,-80.457813,-80.45780929502577,-80.457813,543886.5864,4808264.38464,Non intersection,P.D. only,Other,SMV unattended vehicle,No control,FALSE,FALSE,Clear,CLARK AVE; BROADMOOR AVE ; 10 M
15-259132,12/3/2015 2:32:00 PM,2015,12,14,Thursday,43.433863,43.433854505811915,43.433863,-80.49596,-80.49595628229953,-80.49596,540793.56233,4809118.80073,Non intersection,P.D. only,Thru lane,Sideswipe,Stop sign,FALSE,FALSE,Rain,STIRLING AVE S; MAUSSER AVE; 20 M
15-259208,12/3/2015 2:50:00 PM,2015,12,14,Thursday,43.388956,43.388947513160865,43.388956,-80.485173,-80.48516928968864,-80.485173,541697.38035,4804136.92093,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Other,PARKVALE DR; 401 PARKVALE DR; Near
15-259324,12/3/2015 6:43:00 PM,2015,12,18,Thursday,43.425753,43.42574450888239,43.425753,-80.529836,-80.52983227231388,-80.529836,538056.96829,4808202.10427,Intersection related,P.D. only,Thru lane,Turning movement,Stop sign,FALSE,FALSE,Rain,WESTHEIGHTS DR; TRAILVIEW DR
15-259327,11/27/2015 8:30:00 PM,2015,11,20,Friday,43.413333,43.41332451070389,43.413333,-80.522239,-80.52223527579736,-80.522239,538679.80135,4806826.27718,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Rain,WINDFLOWER DR; 97 WINDFLOWER DR; At
15-259402,12/3/2015 8:03:00 PM,2015,12,20,Thursday,43.431938,43.43192950234449,43.431938,-80.416556,-80.41655230754293,-80.416556,547221.43991,4808946.94659,Non intersection,P.D. only,Thru lane,Other,Stop sign,FALSE,FALSE,Clear,QUINTE CRES; QUINTE CRT; 34 M
15-259649,11/30/2015 9:00:00 PM,2015,11,21,Monday,43.43417,43.43416150715668,43.43417,-80.525433,-80.52542927289778,-80.525433,538408.0396,4809138.88979,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,CAPRICE CRT; 22 CAPRICE CRT; At
15-260084,12/4/2015 5:51:00 PM,2015,12,17,Friday,43.43426,43.4342515074762,43.43426,-80.532411,-80.53240727066147,-80.532411,537843.23829,4809145.69252,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,OPRINGTON DR; BENESFORT DR ; 30 M
15-260275,12/4/2015 10:56:00 PM,2015,12,22,Friday,43.400801,43.400792511113174,43.400801,-80.485231,-80.48522728856251,-80.485231,541684.56292,4805452.35302,Non intersection,Non-fatal injury,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Clear,TRILLIUM DR ; 801 TRILLIUM DR; 275 M
15-260538,12/5/2015 9:54:00 AM,2015,12,9,Saturday,43.466858,43.46684949866502,43.466858,-80.467471,-80.46746728829136,-80.467471,543075.83075,4812797.47684,At intersection,P.D. only,Within intersection,Turning movement,Stop sign,FALSE,FALSE,Clear,RIVERBEND DR; WELLINGTON ST N; At
15-260822,12/5/2015 6:25:00 PM,2015,12,18,Saturday,43.425376,43.42536750872867,43.425376,-80.52614,-80.5261362734342,-80.52614,538356.37338,4808161.93008,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,ELM RIDGE DR; HILLBROOK CRES; Near; 5 M
15-261897,12/7/2015 12:22:00 PM,2015,12,12,Monday,43.450036,43.45002750389124,43.450036,-80.515798,-80.51579427458272,-80.515798,539177.58243,4810905.4077,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,BELMONT AVE W; 558 BELMONT AVE W; 5 M
15-262160,12/7/2015 4:30:00 PM,2015,12,16,Monday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,Intersection related,P.D. only,Within intersection,Turning movement,Stop sign,FALSE,FALSE,Clear,WILSON AVE; WABANAKI DR; At
15-262279,12/7/2015 9:05:00 PM,2015,12,21,Monday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,BOND ST ; BOND ST ; 1 M
15-262368,12/7/2015 10:48:00 PM,2015,12,22,Monday,43.446027,43.44601850325536,43.446027,-80.487191,-80.48718728398087,-80.487191,541494.94726,4810474.02916,Non intersection,P.D. only,Right shoulder,SMV other,No control,FALSE,FALSE,Clear,PETER ST; CHURCH ST ; Near; 90 M
15-262489,12/8/2015 8:43:00 AM,2015,12,8,Tuesday,43.43804,43.438031507593834,43.43804,-80.54819,-80.54818626534406,-80.54819,536563.93431,4809558.44345,Non intersection,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Clear,RESURRECTION DR ; NORTHMANOR CRES ; 10 M
15-262551,12/7/2015 7:45:00 PM,2015,12,19,Monday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,SWEET WILLIAM ST; SWEET WILLIAM ST ; At
15-262691,12/8/2015 1:01:00 PM,2015,12,13,Tuesday,43.422344,43.42233550533769,43.422344,-80.443651,-80.4436472997772,-80.443651,545035.61043,4807866.47049,At intersection,Non-fatal injury,Within intersection,SMV other,Traffic signal,TRUE,FALSE,Clear,WILSON AV; KINGSWAY DR ; At
15-262917,12/8/2015 5:25:00 PM,2015,12,17,Tuesday,43.447855,43.447846503596544,43.447855,-80.501644,-80.50164027921203,-80.501644,540324.24722,4810669.94509,Non intersection,Non-fatal injury,Thru lane,Rear end,No control,FALSE,FALSE,Clear,PARK ST; VICTORIA ST S; 100 M
15-263034,12/8/2015 9:02:00 PM,2015,12,21,Tuesday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,Non intersection,P.D. only,Not on roadway - right side,SMV unattended vehicle,No control,FALSE,FALSE,Clear,RED CLOVER CRES; RED CLOVER CRT ; 30 M
15-263364,12/9/2015 10:27:00 AM,2015,12,10,Wednesday,43.435268,43.43525950496981,43.435268,-80.483904,-80.4839002858933,-80.483904,541768.32044,4809280.8079,At/near private drive,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,MILL ST; 343 MILL ST; At; 1 M
15-263375,11/25/2015 10:10:00 AM,2015,11,10,Wednesday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,Non intersection,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,FRANCIS ST S; CHARLES ST W
15-264343,12/9/2015 6:25:00 PM,2015,12,18,Wednesday,43.447622,43.44761350321186,43.447622,-80.49143,-80.49142628238815,-80.49143,541150.86108,4810649.063,At/near private drive,Non-fatal injury,Thru lane,Rear end,No control,FALSE,FALSE,Rain,QUEEN ST S; ST GEORGE ST ; Near
15-264439,12/9/2015 10:30:00 PM,2015,12,22,Wednesday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,Non intersection,P.D. only,Right shoulder,SMV unattended vehicle,Stop sign,FALSE,FALSE,Rain,BIEHN DR; BLACK WALNUT DR; At
15-264531,12/10/2015 7:44:00 PM,2015,12,19,Thursday,43.417827,43.41781850752344,43.417827,-80.473147,-80.47314329088306,-80.473147,542651.13715,4807349.31304,At intersection,Non-fatal injury,Within intersection,SMV other,Traffic signal,TRUE,FALSE,Clear,BLOCK LINE RD ; KINGSWOOD DR ; At
15-264992,12/11/2015 12:03:00 PM,2015,12,12,Friday,43.452461,43.452452502196365,43.452461,-80.488762,-80.48875828290018,-80.488762,541363.44273,4811187.79049,Non intersection,P.D. only,Thru lane,Sideswipe,Stop sign,FALSE,FALSE,Clear,ONTARIO ST N; WEBER ST W; 20 M
15-265303,12/11/2015 6:30:00 PM,2015,12,18,Friday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,WILSON AVE ; WILSON AVE; At
15-265761,12/10/2015 10:30:00 PM,2015,12,22,Thursday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,WEST ACRES CRES; 7 WEST ACRES CRES; At
15-266642,12/13/2015 4:03:00 PM,2015,12,16,Sunday,43.421583,43.42157450608591,43.421583,-80.456581,-80.4565772957645,-80.456581,543989.50295,4807775.05139,At intersection,Non-fatal injury,Within intersection,Angle,Stop sign,FALSE,FALSE,Rain,VANIER DR ; SIEBERT AVE
15-266954,12/11/2015 10:30:00 PM,2015,12,22,Friday,43.434521,43.43451250828808,43.434521,-80.549759,-80.54975526523704,-80.549759,536439.07125,4809166.9467,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,WINDWARD PL; 38 WINDWARD PL; At
15-267092,12/14/2015 11:54:00 AM,2015,12,11,Monday,43.450859,43.45085050253345,43.450859,-80.489998,-80.48999428265853,-80.489998,541264.52974,4811009.2637,At intersection,P.D. only,Within intersection,Other,Stop sign,FALSE,FALSE,Clear,ONTARIO ST N; GOUDIES LANE ; 0 M
15-267199,12/14/2015 1:00:00 AM,2015,12,1,Monday,43.431837,43.43182850226419,43.431837,-80.41491,-80.41490630799649,-80.41491,547354.73818,4808936.66381,Non intersection,Non-fatal injury,Left shoulder,SMV other,No control,FALSE,FALSE,"Fog, mist, smoke, dust",MORRISON RD ; GRAND RIVER BLVD ; 10 M
15-267393,12/14/2015 3:57:00 PM,2015,12,15,Monday,43.45724,43.457231499449094,43.45724,-80.449207,-80.4492032949861,-80.449207,544560.24582,4811738.93347,Intersection related,Non-fatal injury,Thru lane,Rear end,Traffic signal,FALSE,FALSE,Rain,RIVER RD E; LORRAINE AVE
15-267799,12/15/2015 9:13:00 AM,2015,12,9,Tuesday,43.442904,43.44289550461828,43.442904,-80.503859,-80.50385527891913,-80.503859,540148.29687,4810119.03126,Intersection related,Non-fatal injury,Thru lane,Rear end,No control,FALSE,FALSE,Clear,WEST AVE ; HOMEWOOD AVE ; At
15-267848,12/15/2015 9:58:00 AM,2015,12,9,Tuesday,43.384334,43.38432551044992,43.384334,-80.410668,-80.41066431361291,-80.410668,547735.35643,4803663.56279,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,CONESTOGA COLLEGE BLVD;  CONESTOGA COLLEGE BLVD; Near; 50 M
15-267901,12/15/2015 11:10:00 AM,2015,12,11,Tuesday,43.450321,43.450312502675885,43.450321,-80.490401,-80.49039728254513,-80.490401,541232.28848,4810949.31534,Non intersection,Non-fatal injury,Thru lane,Sideswipe,Traffic signal,FALSE,FALSE,Clear,KING ST W; ONTARIO ST S; 21 M
15-268041,12/15/2015 8:00:00 AM,2015,12,8,Tuesday,43.446745,43.44673650305254,43.446745,-80.485505,-80.48550128442709,-80.485505,541630.88003,4810554.60932,Non intersection,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,EBY ST S; CHARLES ST E
15-268194,12/15/2015 7:30:00 AM,2015,12,7,Tuesday,43.464415,43.46440649790226,43.464415,-80.443182,-80.44317829617279,-80.443182,545042.35082,4812539.01204,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,HERITAGE DR; 232 HERITAGE DR; At; 1 M
15-268568,12/16/2015 9:00:00 AM,2015,12,9,Wednesday,43.428465,43.428456505250786,43.428465,-80.464033,-80.46402929284802,-80.464033,543381.35575,4808535.43879,Non intersection,Non-reportable,Thru lane,Rear end,No control,FALSE,FALSE,"Fog, mist, smoke, dust",VANIER DR; WALTON AVE; Near
15-268746,12/16/2015 2:22:00 PM,2015,12,14,Wednesday,43.433323,43.433314505580775,43.433323,-80.489171,-80.48916728446437,-80.489171,541343.38192,4809062.17561,At intersection,P.D. only,Within intersection,Angle,Stop sign,FALSE,FALSE,Rain,HIGHLAND RD E; HEIMAN ST
15-269377,12/17/2015 1:57:00 PM,2015,12,13,Thursday,43.42911,43.42910150366138,43.42911,-80.43422,-80.43421630216163,-80.43422,545793.93096,4808623.02011,Intersection related,Non-fatal injury,Left turn lane,Turning movement,Stop sign,FALSE,FALSE,Clear,MORGAN AVE; KING ST E; At; 2 M
15-269480,12/17/2015 4:09:00 PM,2015,12,16,Thursday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,At intersection,P.D. only,Within intersection,Turning movement,Stop sign,FALSE,FALSE,Clear,BLOCK LINE RD; LENNOX LEWIS WAY
15-269533,12/17/2015 5:28:00 PM,2015,12,17,Thursday,43.443413,43.44340450315683,43.443413,-80.474658,-80.47465428818445,-80.474658,542510.9039,4810190.04379,At/near private drive,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Clear,DANE ST ; 10 DANE ST; 10 M
15-269821,12/18/2015 7:07:00 AM,2015,12,7,Friday,43.426607,43.42659850432095,43.426607,-80.438696,-80.43869230105966,-80.438696,545433.51983,4808342.59496,At intersection,Non-fatal injury,Within intersection,SMV other,Stop sign,TRUE,FALSE,Clear,KINGSWAY DR; CEDARWOODS CRES; At
15-270045,12/17/2015 3:11:00 PM,2015,12,15,Thursday,43.401816,43.401807509652755,43.401816,-80.45824,-80.45823629702028,-80.45824,543869.47393,4805578.92167,At/near private drive,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,BEASLEY DR; BEASLEY DR ; At
15-270308,12/18/2015 7:21:00 PM,2015,12,19,Friday,43.436655,43.4366465022154,43.436655,-80.430537,-80.4305333026326,-80.430537,546086.30372,4809462.97564,Non intersection,Non-fatal injury,Thru lane,Rear end,No control,FALSE,FALSE,Clear,RIVER RD E; KINZIE AVE; 55 M
15-270454,12/18/2015 11:00:00 PM,2015,12,23,Friday,43.436498,43.43648950430808,43.436498,-80.474486,-80.47448228877553,-80.474486,542529.66546,4809422.1716,Intersection related,Non-fatal injury,Not on roadway - right side,SMV other,Stop sign,FALSE,FALSE,Snow,SYDNEY ST S; BEDFORD RD ; Near; 1 M
15-270510,12/18/2015 11:55:00 PM,2015,12,23,Friday,43.439306,43.43929750187589,43.439306,-80.433429,-80.43342530148291,-80.433429,545850.25525,4809755.7927,Intersection related,P.D. only,Not on roadway - right side,SMV other,Traffic signal,FALSE,FALSE,Snow,OLD CHICOPEE DR ; RIVER RD E; At
15-270515,12/19/2015 12:14:00 AM,2015,12,0,Saturday,43.450306,43.450297502709866,43.450306,-80.490414,-80.49041028254113,-80.490414,541231.24683,4810947.64305,At intersection,P.D. only,Thru lane,Rear end,Traffic signal,FALSE,FALSE,Snow,KING ST W; ONTARIO ST N
15-270567,12/19/2015 1:44:00 AM,2015,12,1,Saturday,0,43.45175033369199,43.45175033369199,0,-80.49241574766711,-80.49241574766711,541068,4811108,Non intersection,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Clear,JUBILEE DR; THERESA ST; 100 M
15-270596,12/19/2015 2:59:00 AM,2015,12,2,Saturday,43.46391,43.46390150034169,43.46391,-80.491849,-80.4918452808843,-80.491849,541105.92343,4812457.75913,Non intersection,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Snow,GUELPH ST ; 528 GUELPH ST ; At; 3 M
15-270626,12/19/2015 4:59:00 AM,2015,12,4,Saturday,43.410519,43.41051050853818,43.410519,-80.467214,-80.46721029347492,-80.467214,543136.62455,4806540.76393,Intersection related,P.D. only,Thru lane,SMV other,Stop sign,FALSE,FALSE,Clear,COUNTRY HILL DR ; CENTURY HILL DR; At
15-270689,12/18/2015 11:15:00 PM,2015,12,23,Friday,43.421554,43.42154550878653,43.421554,-80.513775,-80.51377127769514,-80.513775,539359.72166,4807743.23562,Non intersection,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Snow,GREENBROOK DR; GREENBROOK DR ; At; 5 M
