table,Note ID,Note,Dimension name,Member Name
35-10-0177-01,97,"In January 2018, the Uniform Crime Reporting Survey (UCR) definitions of “founded” and “unfounded” criminal incidents were updated to reflect a more victim-centred approach for recording crimes that consider the complexities of certain offences such as sexual assault, family violence and intimate partner violence. Under the new reporting standards, specific offences may be more likely reported by police as founded rather than unfounded (or unsubstantiated), which would exclude them from police-reported crime rates and crime severity indices. Data for 2019 represent the first complete year of UCR data collected under the new reporting standards.  As a result, for selected violations and police services, the actual proportion of incidents in 2019 that were classified as “not cleared” has increased. Use caution when comparing these data with prior years.",,
35-10-0177-01,98,"In 2019, the high proportion of importation or exportation offences reported under the Cannabis Act in Montréal was due in part to cannabis seizures conducted by the Canada Border Services Agency in Montréal that were thought to be related to the possible misunderstanding by the public about the legality under the new legislation of purchasing cannabis from outside of Canada and having it delivered into the country.",Geography,"Montréal, Quebec [24462]"
35-10-0177-01,99,"Part of the overall increase in police-reported crime in British Columbia and some of its census metropolitan areas in 2019 may be attributed to the implementation of new reporting standards for classifying incidents. More specifically, in January 2018, the Uniform Crime Reporting Survey (UCR) definitions of “founded” and “unfounded” criminal incidents were updated to reflect a more victim-centred approach for recording crimes. While the effective date for the change was January 2018 and many police services adopted the new standards that year, some police services, including all of the RCMP detachments across Canada and the municipal police services in British Columbia, transitioned to the new standards on January 1, 2019. Additionally, police services in British Columbia undertook a uniform training strategy to further standardize reporting throughout the province. The new reporting standards were expected to result in an increase in crime rates over time.",Geography,British Columbia [59]
35-10-0177-01,100,"In Kelowna in 2019, a national RCMP Sexual Assault Review Team undertook a review of current and historical sexual assault cases in the RCMP detachment in Kelowna to ensure appropriate use of the reporting standards for classifying incidents as founded or unfounded. As a result, Kelowna’s 2018 statistics for sexual assault have been revised from the original counts released in July 2019. As well, the file review and adoption of the new incident clearance codes have likely contributed to a notably higher number of sexual assault incidents when compared to previous years.",Geography,"Kelowna, British Columbia [59915]"
35-10-0177-01,101,"A high crime rate or Crime Severity Index (CSI) may indicate that a municipality is a geographical area that provides commercial business, human or public services, or entertainment for many people who reside outside, as well as inside, the municipality. As a result, these municipalities may have large part-time or temporary populations which are excluded from both their population bases and their crime rate and CSI calculations.",,
35-10-0177-01,102,"Population figures reflect only the permanent or resident population of a jurisdiction. Where a jurisdiction serves as the centre for commercial businesses, human or public services, or entertainment, it may have substantial “part-time” populations, e.g., tourists, cabin owners, commuters, students, and seasonal staff. These temporary populations, whose permanent residence is within another jurisdiction, are excluded from a jurisdiction’s population figures. This may be a factor to consider when examining the crime rate and Crime Severity Index for some municipalities.",Statistics,"Rate per 100,000 population"
35-10-0177-01,102,"Population figures reflect only the permanent or resident population of a jurisdiction. Where a jurisdiction serves as the centre for commercial businesses, human or public services, or entertainment, it may have substantial “part-time” populations, e.g., tourists, cabin owners, commuters, students, and seasonal staff. These temporary populations, whose permanent residence is within another jurisdiction, are excluded from a jurisdiction’s population figures. This may be a factor to consider when examining the crime rate and Crime Severity Index for some municipalities.",Statistics,"Rate, total persons charged per 100,000 population aged 12 years and over"
35-10-0177-01,102,"Population figures reflect only the permanent or resident population of a jurisdiction. Where a jurisdiction serves as the centre for commercial businesses, human or public services, or entertainment, it may have substantial “part-time” populations, e.g., tourists, cabin owners, commuters, students, and seasonal staff. These temporary populations, whose permanent residence is within another jurisdiction, are excluded from a jurisdiction’s population figures. This may be a factor to consider when examining the crime rate and Crime Severity Index for some municipalities.",Statistics,"Rate, adult charged per 100,000 population aged 18 years and over"
35-10-0177-01,102,"Population figures reflect only the permanent or resident population of a jurisdiction. Where a jurisdiction serves as the centre for commercial businesses, human or public services, or entertainment, it may have substantial “part-time” populations, e.g., tourists, cabin owners, commuters, students, and seasonal staff. These temporary populations, whose permanent residence is within another jurisdiction, are excluded from a jurisdiction’s population figures. This may be a factor to consider when examining the crime rate and Crime Severity Index for some municipalities.",Statistics,"Rate, youth charged per 100,000 population aged 12 to 17 years"
35-10-0177-01,102,"Population figures reflect only the permanent or resident population of a jurisdiction. Where a jurisdiction serves as the centre for commercial businesses, human or public services, or entertainment, it may have substantial “part-time” populations, e.g., tourists, cabin owners, commuters, students, and seasonal staff. These temporary populations, whose permanent residence is within another jurisdiction, are excluded from a jurisdiction’s population figures. This may be a factor to consider when examining the crime rate and Crime Severity Index for some municipalities.",Statistics,"Rate, youth not charged per 100,000 population aged 12 to 17 years"
35-10-0177-01,103,"In 2018, Bill C-46 amended the Criminal Code and other Acts and introduced new legislation for impaired driving violations. At this time, the Uniform Crime Reporting (UCR) Survey was adjusted to add or expire some violation codes and ensure the previous UCR impaired driving codes align with the new legislation. These UCR changes may result in different reporting practices among the police services across Canada for impaired driving violations reported to the survey.",Violations,Total impaired driving
35-10-0177-01,104,"With the Government of Canada's March 2020 announcement of restrictions on persons arriving in or departing from Canada, pursuant to its powers under the Quarantine Act, the Uniform Crime Reporting (UCR) Survey was adjusted to add a specific Quarantine Act violation code (6600). As police services adopt this new code and adjust to the new reporting requirements, there may be data revisions made to correct any misreporting of these incidents.",Geography,"London, Ontario [35555]"
35-10-0177-01,104,"With the Government of Canada's March 2020 announcement of restrictions on persons arriving in or departing from Canada, pursuant to its powers under the Quarantine Act, the Uniform Crime Reporting (UCR) Survey was adjusted to add a specific Quarantine Act violation code (6600). As police services adopt this new code and adjust to the new reporting requirements, there may be data revisions made to correct any misreporting of these incidents.",Violations,Quarantine Act
